danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,track_name,artist
0.855,0.478,-8.31,0.345,0.0,0.536,153.074,0.145,Backstage Passes (feat. Jack Harlow),EST Gee
0.791,0.818,-3.93,0.406,0.0,0.693,159.922,0.0695,Tomorrow 2 (with Cardi B),GloRilla
0.599,0.598,-7.015,0.124,5.01e-05,0.343,179.49,0.0502,CODE (feat. Moneybagg Yo),Offset
0.849,0.433,-8.434,0.316,0.0,0.395,142.11,0.0407,BackOutsideBoyz,Drake
0.94,0.465,-8.3,0.354,0.0,0.105,100.078,0.0043,DON'T SAY NOTHIN',Saweetie
0.878,0.62,-4.956,0.289,0.0,0.835,145.016,0.00782,Shabooya,Hitkidd
0.771,0.673,-8.164,0.313,0.0,0.435,153.879,0.00695,Creme Brulee,Cochise
0.751,0.805,-5.017,0.246,0.0,0.899,145.108,0.438,Ballin,A Boogie Wit da Hoodie
0.633,0.478,-8.039,0.044,0.0,0.441,169.961,0.0558,My Friends (feat. Lil Durk),Ty Dolla $ign
0.669,0.741,-6.545,0.316,0.0,0.396,167.903,0.0198,300 Blackout,Kodak Black
0.664,0.393,-9.676,0.0864,0.796,0.267,191.669,0.00621,2 Million Up (feat. Rob49),Peezy
0.88,0.746,-3.381,0.124,0.0,0.315,130.045,0.0129,Back End,Finesse2tymes
0.699,0.58,-7.05,0.325,0.0,0.596,94.93,0.0754,Bulletproof Maybach (feat. Offset),DDG
0.738,0.666,-6.97,0.455,0.0,0.215,161.734,0.00361,California Breeze,Lil Baby
0.545,0.68,-5.112,0.293,6.09e-06,0.422,101.04,0.127,See Bout It (feat. Mustard),Quavo
0.876,0.427,-9.249,0.304,0.0,0.522,132.14,0.0652,My Way,Omeretta the Great
0.83,0.727,-5.338,0.0894,0.0,0.247,145.901,0.00473,WAITRESS,DaBaby
0.728,0.575,-6.046,0.246,0.0,0.306,73.596,0.504,Creepers,SleazyWorld Go
0.895,0.676,-5.067,0.369,0.0,0.503,136.982,0.0392,"Talk To Me Nice (Feat. Meek Mill, Moneybagg Yo & Blxst)",The Game
0.808,0.644,-6.167,0.329,0.0,0.512,151.098,0.0716,G Nikes (feat. Polo G),Nardo Wick
0.723,0.587,-5.911,0.397,0.0,0.332,146.008,0.0428,Glitches (feat. G Herbo),SleazyWorld Go
0.749,0.548,-6.223,0.352,0.0,0.581,153.855,0.194,Aston Martin Truck,Roddy Ricch
0.585,0.596,-5.677,0.353,0.0,0.148,157.957,0.0276,Bag Talk,Polo G
0.859,0.721,-3.369,0.237,0.0,0.689,148.015,0.011,bank account (with Lil Uzi Vert),Baby Keem
0.798,0.471,-8.824,0.125,0.0,0.11,135.102,0.00189,Shoot It Myself (feat. Future),EST Gee
0.817,0.512,-6.943,0.0984,0.0,0.17,130.04,0.037,Walk,Kodak Black
0.907,0.59,-6.128,0.108,0.0,0.681,134.902,0.18,Nothing Changed,Quavo
0.819,0.651,-5.829,0.169,0.0,0.501,139.957,0.00639,Never Sleep (with Lil Baby feat. Travis Scott),NAV
0.832,0.646,-4.695,0.279,0.0,0.355,151.168,0.0408,Dead Shot (with Lil Uzi Vert),NAV
0.66,0.373,-10.234,0.595,0.0,0.35,167.912,0.149,Dah Dah DahDah,Nardo Wick
0.493,0.666,-4.525,0.268,0.0,0.164,87.932,0.00256,Heyy,Lil Baby
0.799,0.696,-6.621,0.134,2.46e-06,0.414,115.067,0.211,Too Much (feat. Moneybagg Yo),Freddie Gibbs
0.529,0.673,-4.711,0.175,2.41e-06,0.366,165.921,0.000307,Jimmy Cooks (feat. 21 Savage),Drake
0.577,0.533,-8.871,0.501,0.0,0.799,160.088,0.0957,9 Lives (feat. Polo G & NLE Choppa),DDG
0.906,0.807,-4.401,0.294,0.0,0.813,96.961,0.177,Can't Stop Won't Stop (feat. Kodak Black),King Combs
0.805,0.62,-7.284,0.236,0.0,0.488,127.195,0.0656,Fenty,French Montana
0.695,0.555,-8.5,0.0509,0.826,0.26,150.024,0.141,Poland,Lil Yachty
0.744,0.6,-5.525,0.164,8.12e-06,0.584,161.962,0.213,Bikini Bottom,Ice Spice
0.768,0.695,-4.883,0.179,0.0,0.41,76.007,0.0301,Shordie (with Gunna),G Herbo
0.842,0.859,-3.654,0.265,0.0,0.568,124.941,0.0682,Maneuver (feat. Flo Milli),Lakeyah
0.879,0.504,-8.284,0.271,0.0,0.335,102.929,0.0016,Never Hating (feat. Young Thug),Lil Baby
0.652,0.663,-6.455,0.337,2.55e-05,0.379,145.068,0.00262,Tradeline,Ray Vaughn
0.886,0.77,-6.369,0.273,0.0,0.68,105.138,0.132,2 Step - From the new “House Party” Original Motion Picture Soundtrack,2 Chainz
0.594,0.568,-8.273,0.226,0.0,0.343,83.119,0.0136,Keep Dissing 2 (with Lil Durk),Real Boston Richey
0.803,0.634,-5.403,0.0946,0.0,0.453,160.018,0.0463,Issa Photoshoot,Gucci Mane
0.803,0.6,-5.078,0.0704,0.0,0.342,108.053,0.19,I Dance (feat. Duki & Cuco),YG
0.79,0.551,-7.538,0.0552,0.0,0.266,150.054,0.0665,Big Stunna (feat. Birdman),Quavo
0.89,0.693,-6.137,0.2,0.0,0.94,139.922,0.0231,Ass For Days,DreamDoll
0.751,0.711,-5.145,0.11,0.0,0.164,90.01,0.203,Life Worth Living,Yung Bleu
0.496,0.7,-5.199,0.284,0.0,0.464,107.711,0.0197,BIG TIME (feat. Future & Lil Baby),DJ Khaled
0.686,0.697,-7.015,0.354,0.0,0.694,165.953,0.0124,It's All on U,Icewear Vezzo
0.83,0.644,-5.431,0.407,0.0,0.227,155.103,0.0298,Vette Motors,YoungBoy Never Broke Again
0.718,0.461,-7.676,0.0797,0.0,0.181,129.953,0.068,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled
0.792,0.724,-2.992,0.273,1e-06,0.646,141.94,0.22,Geeked Up (feat. Gucci Mane),Kay Flock
0.789,0.71,-6.165,0.0681,0.0,0.188,138.033,0.128,Real Talk,Roddy Ricch
0.907,0.577,-6.737,0.0767,3.19e-05,0.801,140.07,0.438,Silent Hill,Kendrick Lamar
0.934,0.694,-4.455,0.175,0.0,0.464,129.028,0.117,54321,Offset
0.88,0.777,-4.465,0.256,0.0,0.88,132.982,0.102,"Super Freaky Girl (with JT & BIA feat. Katie Got Bandz, Akbar V & Maliibu Mitch) - Queen Mix",Nicki Minaj
0.832,0.452,-6.631,0.138,0.0,0.525,135.022,0.199,Fly Sh!t,Coi Leray
0.642,0.787,-6.389,0.17,0.0,0.406,146.733,0.0185,Paris to Tokyo,Fivio Foreign
0.936,0.497,-7.185,0.41,0.0,0.364,138.016,0.0324,See Wat I’m Sayin,Moneybagg Yo
0.938,0.572,-4.682,0.179,0.0,0.191,105.98,0.00668,Fantastic,Tyga
0.86,0.69,-5.807,0.185,0.0,0.331,137.01,0.096,Hall of Fame,Young Dolph
0.74,0.687,-7.193,0.218,0.0,0.63,105.034,0.00828,BILLS PAID (feat. Latto & City Girls),DJ Khaled
0.841,0.466,-6.642,0.315,0.0,0.473,145.042,0.0631,Body & A Face,Baka Not Nice
0.567,0.773,-5.166,0.0775,0.0,0.496,160.08,0.0396,NOSTYLIST,Destroy Lonely
0.698,0.763,-4.718,0.229,0.0,0.256,139.998,0.0845,Talk,Yeat
0.878,0.685,-5.28,0.225,0.0,0.523,157.003,0.00152,Hot Shit (feat. Ye & Lil Durk),Cardi B
0.853,0.801,-5.202,0.282,0.0,0.407,150.163,0.0169,Who Me (feat. Pooh Shiesty),Megan Thee Stallion
0.866,0.649,-7.11,0.258,0.0,0.195,155.042,0.0419,Very Special,NoCap
0.706,0.637,-7.261,0.35,0.0,0.289,76.062,0.187,Waddup (feat. Polo G),PGF Nuk
0.894,0.633,-5.294,0.298,0,0.578,145.11,0.0369,FTCU (feat. GloRilla & Gangsta Boo),Latto
0.799,0.61,-11.62,0.385,0,0.807,180.08,0.0743,BO$$ CHICK,Saweetie
0.88,0.777,-4.465,0.256,0,0.88,132.982,0.102,"Super Freaky Girl (with JT & BIA feat. Katie Got Bandz, Akbar V & Maliibu Mitch) - Queen Mix",Nicki Minaj
0.923,0.678,-7.124,0.0837,0.00598,0.72,90.013,0.027,Pretty Girls Walk,Big Boss Vette
0.791,0.818,-3.93,0.406,0,0.693,159.922,0.0695,Tomorrow 2 (with Cardi B),GloRilla
0.954,0.516,-5.817,0.16,7.54e-06,0.624,105.001,0.03,Players,Coi Leray
0.878,0.62,-4.956,0.289,0,0.835,145.016,0.00782,Shabooya,Hitkidd
0.749,0.629,-5.434,0.216,1.62e-06,0.577,161.945,0.21,Bikini Bottom,Ice Spice
0.933,0.757,-4.602,0.282,0,0.829,140.078,0.0265,Gift & A Curse,Megan Thee Stallion
0.961,0.557,-6.743,0.321,0,0.742,118.031,0.0251,Mind Yo Business (Feat. Latto),Lakeyah
0.839,0.714,-5.436,0.356,0,0.506,84.952,0.103,Nut Quick,GloRilla
0.977,0.567,-9.127,0.222,1.3e-06,0.802,118.041,0.0287,Not My N*gga,KenTheMan
0.806,0.542,-7.482,0.064,0.000494,0.14,142.881,0.241,FreakyT,TiaCorine
0.824,0.453,-9.604,0.0968,0.0273,0.552,119.959,0.146,Shirt,SZA
0.939,0.713,-6.964,0.206,0,0.69,123.065,0.247,Telfy,Maiya The Don
0.978,0.683,-5.743,0.0981,5.88e-05,0.419,118.041,0.0634,Conceited,Flo Milli
0.94,0.465,-8.3,0.354,0,0.105,100.078,0.0043,DON'T SAY NOTHIN',Saweetie
0.878,0.685,-5.28,0.225,0,0.523,157.003,0.00152,Hot Shit (feat. Ye & Lil Durk),Cardi B
0.876,0.427,-9.249,0.304,0,0.522,132.14,0.0652,My Way,Omeretta the Great
0.823,0.594,-7.562,0.424,0,0.736,155.028,0.123,Diamond in the Rough,Queen Key
0.908,0.665,-6.231,0.279,0,0.779,148.034,0.0315,Wheelie (feat. 21 Savage),Latto
0.891,0.6,-11.013,0.128,0,0.746,105.01,0.0161,Wifey,Rubi Rose
0.836,0.703,-5.353,0.335,1.38e-05,0.569,170.118,0.0425,Snatched (with Flo Milli & Saucy Santana) - Remix,Big Boss Vette
0.844,0.722,-5.178,0.264,0,0.67,146.976,0.011,Pressurelicious (feat. Future),Megan Thee Stallion
0.811,0.528,-7.278,0.275,0,0.635,166.084,0.291,Munch (Feelin’ U),Ice Spice
0.669,0.706,-8.882,0.0458,0,0.726,157.049,0.0511,Stone Cold,Dess Dior
0.462,0.821,-3.678,0.243,0,0.487,79.131,0.216,For the Night,Chlöe
0.615,0.784,-5.446,0.139,1.75e-05,0.405,115.205,0.00362,Stressed,Doechii
0.858,0.622,-4.413,0.266,0,0.517,85.054,0.515,Body Bag,Monaleo
0.929,0.557,-8.9,0.364,0.0702,0.486,130.054,0.11,Carry Anne,Leikeli47
0.724,0.8,-6.19,0.415,1.53e-06,0.562,178.339,0.0741,Unh Unh,GloRilla
0.841,0.45,-6.758,0.0638,0,0.226,82.031,0.0107,Against The Law (feat. KenTheMan),Enchanting
0.825,0.663,-4.989,0.0948,0.000222,0.45,91.965,0.0138,Here I Come,Lola Brooke
0.945,0.682,-7.295,0.311,0,0.84,102.489,0.0177,Give U Some (feat. Rob49),Lebra Jolie
0.932,0.57,-7.616,0.267,0,0.291,102.017,0.0675,ABOW,Kash Doll
0.91,0.778,-5.59,0.271,0,0.822,146.136,0.119,I Admit It,Rican Da Menace
0.557,0.843,-4.519,0.0875,0,0.811,129.511,0.00132,Good Love (feat. Usher),City Girls
0.922,0.858,-4.185,0.251,0,0.915,145.033,0.00451,Budget (feat. Latto),Megan Thee Stallion
0.823,0.536,-10.123,0.319,0.0143,0.537,128.955,0.0616,THIQUE,Beyoncé
0.803,0.634,-5.403,0.0946,0,0.453,160.018,0.0463,Issa Photoshoot,Enchanting
0.982,0.857,-3.163,0.219,3.99e-05,0.581,111.986,0.254,Big Steppa,Flo Milli
0.81,0.734,-2.353,0.142,0,0.52,142.644,0.00673,Gotsta Get Paid,Rico Nasty
0.756,0.554,-7.166,0.145,0,0.563,120.028,0.211,Persuasive (with SZA),Doechii
0.74,0.687,-7.193,0.218,0,0.63,105.034,0.00828,BILLS PAID (feat. Latto & City Girls),DJ Khaled
0.869,0.759,-4.886,0.262,0,0.499,156.973,0.00733,F.N.F (Let's Go) - Remix,Hitkidd
0.832,0.452,-6.631,0.138,0,0.525,135.022,0.199,Fly Sh!t,Coi Leray
0.867,0.612,-7.765,0.34,0,0.908,166.019,0.137,HDBG Shemix,cupcakKe
0.933,0.689,-5.3,0.227,0.00215,0.812,146.008,0.101,Perfect,Baby Tate
0.929,0.719,-5.295,0.265,0,0.722,101.948,0.0786,Real Bitch (feat. Gloss Up),Lakeyah
0.962,0.451,-8.166,0.426,1.84e-06,0.358,129.928,0.0605,My Twin,Killumantii
0.918,0.517,-7.085,0.156,0,0.158,131.983,0.0365,6000 Degrees (AH HA),$hyfromdatre
0.923,0.678,-7.124,0.0837,0.00598,0.72,90.013,0.027,Pretty Girls Walk,Big Boss Vette
0.418,0.31,-9.869,0.0625,0,0.131,139.614,0.095,Collide (feat. Tyga),Justine Skye
0.538,0.742,-5.355,0.114,4.67e-05,0.25,96.107,0.138,Escapism.,RAYE
0.945,0.848,-4.76,0.326,3.31e-05,0.819,119.918,0.374,Her,Megan Thee Stallion
0.94,0.465,-8.3,0.354,0,0.105,100.078,0.0043,DON'T SAY NOTHIN',Saweetie
0.824,0.453,-9.604,0.0968,0.0273,0.552,119.959,0.146,Shirt,SZA
0.671,0.314,-8.091,0.244,0,0.296,110.898,0.11,Needed Me,Rihanna
0.656,0.838,-8.407,0.041,0.00281,0.74,132.981,0.25,Boy's a liar,PinkPantheress
0.398,0.705,-7.07,0.0756,5.13e-05,0.635,111.487,0.204,i'm yours,Isabel LaRosa
0.95,0.891,-2.653,0.241,1.77e-05,0.912,133.01,0.0645,Super Freaky Girl,Nicki Minaj
0.894,0.633,-5.294,0.298,0,0.578,145.11,0.0369,FTCU (feat. GloRilla & Gangsta Boo),Latto
0.744,0.6,-5.525,0.164,8.12e-06,0.584,161.962,0.213,Bikini Bottom,Ice Spice
0.714,0.472,-7.375,0.0864,4.51e-06,0.238,131.121,0.013,Unholy (feat. Kim Petras),Sam Smith
0.78,0.689,-5.668,0.141,9.69e-06,0.642,115.042,0.0368,CUFF IT,Beyoncé
0.978,0.683,-5.743,0.0981,5.88e-05,0.419,118.041,0.0634,Conceited,Flo Milli
0.763,0.726,-5.61,0.109,0,0.327,99.042,0.00377,Don't Play With It (feat. Billy B),Lola Brooke
0.951,0.766,-4.65,0.259,0,0.686,126.989,0.233,Anxiety,Megan Thee Stallion
0.895,0.81,-6.722,0.0573,0.238,0.762,100.999,0.151,Gatita,Bellakath
0.619,0.87,-4.956,0.501,1.37e-06,0.94,188.772,0.41,Lip Gloss,Lil Mama
0.774,0.838,-3.914,0.114,0.025,0.924,143.04,0.0249,Toxic,Britney Spears
0.876,0.563,-6.035,0.171,0,0.711,108.045,0.16,Booty (feat. Latto),Saucy Santana
0.878,0.62,-4.956,0.289,0,0.835,145.016,0.00782,Shabooya,Hitkidd
0.655,0.451,-9.3,0.212,1.21e-05,0.117,125.978,0.106,Sis! You A Bad Bitch! 2.0,Shariya Wise
0.418,0.441,-11.522,0.283,0.0707,0.172,175.928,0.029,Partition,Beyoncé
0.939,0.713,-6.964,0.206,0,0.69,123.065,0.247,Telfy,Maiya The Don
0.84,0.677,-6.483,0.069,3e-06,0.349,98.005,0.0124,Spookie Coochie,Doechii
0.62,0.681,-4.915,0.356,0,0.741,160.743,0.0138,PSYCHO,Anne-Marie
0.912,0.655,-6.029,0.162,3.39e-05,0.793,91.942,0.315,Get Into It (Yuh),Doja Cat
0.868,0.795,-6.044,0.269,0.0193,0.819,166.0,0.0012,Up,Cardi B
0.684,0.79,-4.871,0.0735,0.000371,0.549,95.083,0.0271,16 Shots,Stefflon Don
0.799,0.61,-11.62,0.385,0,0.807,180.08,0.0743,BO$$ CHICK,Saweetie
0.93,0.774,-4.203,0.0744,0.0238,0.781,116.972,0.605,BIZCOCHITO,ROSALÍA
0.791,0.818,-3.93,0.406,0,0.693,159.922,0.0695,Tomorrow 2 (with Cardi B),GloRilla
0.825,0.586,-5.122,0.323,0,0.814,87.149,0.266,Not Nice,Megan Thee Stallion
0.933,0.689,-5.3,0.227,0.00215,0.812,146.008,0.101,Perfect,Baby Tate
0.802,0.628,-6.576,0.122,0.000232,0.625,96.97,0.0311,Bad Idea,Dove Cameron
0.549,0.662,-5.657,0.292,0,0.615,180.04,0.364,Do I make you nervous?,Lilyisthatyou
0.958,0.523,-6.1,0.0591,0,0.309,102.039,0.0293,BIG MAD,Ktlyn
0.677,0.671,-4.905,0.0361,5.07e-05,0.527,137.046,0.004,SOS,Rihanna
0.943,0.641,-5.598,0.191,0,0.242,99.099,0.0016,Pussy Talk,City Girls
0.906,0.763,-6.322,0.398,0,0.58,139.961,0.147,Sex Talk,Megan Thee Stallion
0.876,0.7,-7.137,0.282,0,0.433,101.995,0.0421,Material Girl,Saucy Santana
0.788,0.844,-3.131,0.0334,0.000678,0.382,113.324,0.25,Gimme More,Britney Spears
0.868,0.66,-3.834,0.0526,0,0.963,121.925,0.104,W.I.T.C.H.,Devon Cole
0.846,0.809,-3.076,0.336,0,0.512,140.011,0.0761,My Way,Queen Key
0.811,0.528,-7.278,0.275,0,0.635,166.084,0.291,Munch (Feelin’ U),Ice Spice
0.869,0.759,-4.886,0.262,0,0.499,156.973,0.00733,F.N.F (Let's Go) - Remix,Hitkidd
0.574,0.479,-7.776,0.0355,0.0803,0.303,115.263,0.179,Melting,Kali Uchis
0.836,0.703,-5.353,0.335,1.38e-05,0.569,170.118,0.0425,Snatched (with Flo Milli & Saucy Santana) - Remix,Big Boss Vette
0.64,0.553,-6.42,0.0411,0,0.486,81.992,0.0579,Breakfast,Dove Cameron
0.842,0.715,-5.906,0.0696,2.58e-05,0.326,107.952,0.0419,STRUT,EMELINE
0.801,0.601,-7.574,0.255,3.23e-05,0.74,159.969,0.0777,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat
0.42,0.466,-5.298,0.0326,0.00389,0.185,115.004,0.0546,Woo,Rihanna
0.736,0.906,-7.589,0.048,0.585,0.698,137.001,0.164,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose
0.889,0.449,-7.63,0.293,0,0.911,137.941,0.0313,Grrrls,Lizzo
0.84,0.766,-4.12,0.136,3.61e-06,0.402,94.018,0.00302,Best Friend (feat. Doja Cat),Saweetie
0.935,0.807,-3.838,0.114,0,0.813,106.017,0.0514,Big Energy,Latto
0.822,0.654,-4.623,0.132,0,0.421,119.884,0.019,Tia Tamera (feat. Rico Nasty),Doja Cat
0.564,0.703,-5.459,0.269,0.00927,0.477,139.045,0.437,Feeling Myself,Nicki Minaj
0.826,0.67,-5.559,0.169,0,0.794,74.007,0.00798,Do It To It,Cherish
0.596,0.607,-6.179,0.168,0,0.531,119.882,0.33,cinderella's dead,EMELINE
0.938,0.639,-4.696,0.188,0,0.317,97.07,0.0171,Act Up,Various Artists
0.917,0.679,-6.083,0.266,0,0.453,102.449,0.0867,Barbie Tingz,Nicki Minaj
0.971,0.851,-5.586,0.269,0,0.81,120.008,0.0344,We Not Humping - Remix,Monaleo
0.639,0.912,-2.621,0.0615,0,0.343,143.448,0.00107,Bad Girls,M.I.A.
0.903,0.535,-6.434,0.0742,0,0.508,130.022,0.297,Have Mercy,Chlöe
0.811,0.726,-3.995,0.0813,0,0.666,131.027,0.154,Luxurious,Gwen Stefani
0.796,0.777,-4.81,0.0397,0.000358,0.787,132.722,0.0261,Maneater,Nelly Furtado
0.899,0.811,-6.294,0.258,0,0.587,105.038,0.000677,My Type,Saweetie
0.956,0.502,-5.995,0.213,0,0.795,110.003,0.0593,Buss It,Erica Banks
0.799,0.543,-6.094,0.24,0.0425,0.25,187.906,0.0512,So Pretty,Reyanna Maria
0.893,0.579,-8.995,0.113,0.000121,0.611,133.018,0.0641,I Like Him,Princess Nokia
0.975,0.482,-7.94,0.246,0,0.737,125.953,0.00716,CAN'T TOUCH THIS,BIA
0.865,0.614,-6.782,0.278,0,0.642,160.032,0.0259,It's Givin,Latto
0.808,0.97,-6.098,0.0506,6.13e-05,0.868,114.328,0.0569,Promiscuous,Nelly Furtado
0.852,0.592,-6.464,0.105,0,0.237,102.014,0.0058,Hot Girl (Bodies Bodies Bodies),Charli XCX
0.714,0.472,-7.375,0.0864,4.51e-06,0.238,131.121,0.013,Unholy (feat. Kim Petras),Sam Smith
0.696,0.793,-5.733,0.097,3.78e-06,0.698,120.003,0.0683,10:35,Tiësto
0.561,0.965,-3.673,0.0343,7.07e-06,0.304,128.04,0.00383,I'm Good (Blue),David Guetta
0.621,0.782,-5.548,0.044,0.033,0.55,128.033,0.0125,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap
0.561,0.52,-9.342,0.244,1.86e-06,0.424,153.15,0.0503,Rich Flex,Drake
0.847,0.69,-7.877,0.0493,6e-05,0.692,125.004,0.0127,Ferrari,James Hype
0.727,0.839,-4.781,0.184,3.63e-06,0.338,95.485,0.01,Cooped Up / Return Of The Mack,Post Malone
0.911,0.712,-5.105,0.0817,2.68e-05,0.425,92.005,0.0901,Me Porto Bonito,Bad Bunny
0.704,0.797,-5.927,0.0475,0.000745,0.825,139.994,0.0826,I Ain't Worried,OneRepublic
0.791,0.862,-3.24,0.11,2.19e-05,0.592,123.994,0.037,One Kiss (with Dua Lipa),Calvin Harris
0.65,0.715,-5.198,0.253,0.000291,0.187,106.672,0.0993,Tití Me Preguntó,Bad Bunny
0.538,0.742,-5.355,0.114,4.67e-05,0.25,96.107,0.138,Escapism.,RAYE
0.945,0.848,-4.76,0.326,3.31e-05,0.819,119.918,0.374,Her,Megan Thee Stallion
0.9,0.509,-6.647,0.257,1.67e-06,0.765,100.007,0.115,BILLIE EILISH.,Armani White
0.587,0.742,-6.64,0.0529,0.00107,0.199,145.007,0.0128,Miss You,Oliver Tree
0.801,0.806,-5.206,0.0381,0.000669,0.802,106.999,0.382,Calm Down (with Selena Gomez),Rema
0.78,0.689,-5.668,0.141,9.69e-06,0.642,115.042,0.0368,CUFF IT,Beyoncé
0.87,0.516,-8.006,0.0541,0.00823,0.53,111.005,0.656,PROVENZA,KAROL G
0.714,0.728,-4.595,0.0468,0.0,0.901,114.996,0.298,Late Night Talking,Harry Styles
0.631,0.927,-2.787,0.0332,0.119,0.465,123.962,0.199,This Is What You Came For,Calvin Harris
0.514,0.73,-5.934,0.0598,9.54e-05,0.334,171.005,0.00146,Blinding Lights,The Weeknd
0.486,0.545,-7.924,0.0336,0.00474,0.0385,150.187,0.0652,Just Wanna Rock,Lil Uzi Vert
0.908,0.546,-10.491,0.323,0.0,0.225,131.016,0.0127,Major Distribution,Drake
0.845,0.797,-4.984,0.139,5.57e-06,0.422,121.985,0.0582,Belly Dancer,Imanbek
0.911,0.573,-7.43,0.288,0.0,0.972,140.04,0.38,Doja,Central Cee
0.679,0.587,-7.015,0.276,6.35e-06,0.486,186.003,0.141,Starboy,The Weeknd
0.733,0.67,-6.009,0.0751,0.0,0.472,100.964,0.121,I Like You (A Happier Song) (with Doja Cat),Post Malone
0.712,0.972,-0.514,0.112,7.06e-05,0.568,119.966,0.00547,Murder In My Mind,Kordhell
0.615,0.866,-3.089,0.0438,0.0,0.532,123.821,0.0872,Remember,Becky Hill
0.873,0.826,-0.722,0.0876,0.0361,0.201,106.972,0.00127,PUNTO 40,Rauw Alejandro
0.627,0.858,-2.824,0.386,0.0,0.342,92.523,0.263,GATÚBELA,KAROL G
0.548,0.816,-4.209,0.0465,0.0,0.557,95.39,0.122,Watermelon Sugar,Harry Styles
0.829,0.799,-5.389,0.0897,0.000543,0.471,97.013,0.0151,Party,Bad Bunny
0.729,0.735,-5.455,0.0919,0.000193,0.544,121.986,0.0178,Latch,Disclosure
0.463,0.642,-4.474,0.34,0.0,0.339,83.389,0.314,WAIT FOR U (feat. Drake & Tems),Future
0.686,0.494,-7.093,0.0355,5.8e-05,0.7,168.946,0.613,Bad Habit,Steve Lacy
0.95,0.891,-2.653,0.241,1.77e-05,0.912,133.01,0.0645,Super Freaky Girl,Nicki Minaj
0.591,0.764,-5.484,0.0483,0.0,0.478,169.928,0.0383,STAY (with Justin Bieber),The Kid LAROI
0.734,0.605,-8.476,0.0699,0.0,0.252,103.976,0.0102,Circo Loco,Drake
0.671,0.636,-8.117,0.103,0.000411,0.262,120.966,0.515,Where Are You Now,Lost Frequencies
0.585,0.564,-7.063,0.0515,0.0,0.137,113.003,0.0671,The Hills,The Weeknd
0.824,0.764,-4.175,0.0854,0.00294,0.881,107.998,0.0888,Woman,Doja Cat
0.736,0.906,-7.589,0.048,0.585,0.698,137.001,0.164,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose
0.807,0.893,-3.745,0.0347,2.79e-05,0.537,126.011,0.0451,Bad Habits,Ed Sheeran
0.796,0.798,-6.312,0.0317,4.19e-05,0.942,116.032,0.034,Cold Heart - PNAU Remix,Elton John
0.563,0.664,-5.044,0.154,0.0,0.688,166.928,0.335,good 4 u,Olivia Rodrigo
0.914,0.622,-6.538,0.0892,1.68e-05,0.77,130.04,0.146,DESPECHÁ,ROSALÍA
0.836,0.743,-6.305,0.0656,0.0,0.722,108.966,0.0995,About Damn Time,Lizzo
0.527,0.835,-5.298,0.0433,0.0,0.654,125.983,0.0166,The Nights,Avicii
0.825,0.652,-3.183,0.0802,0.0,0.931,95.977,0.581,Shape of You,Ed Sheeran
0.801,0.601,-7.574,0.255,3.23e-05,0.74,159.969,0.0777,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat
0.667,0.75,-4.602,0.0906,0.000198,0.486,126.041,0.0746,Hold Me Closer,Elton John
0.737,0.846,-4.51,0.22,0.0,0.546,87.981,0.00614,THATS WHAT I WANT,Lil Nas X
0.912,0.774,-4.673,0.0455,0.0127,0.632,119.966,0.121,Numb,Marshmello
0.792,0.625,-5.609,0.0536,0.0018,0.37,103.967,0.00776,One Dance,Drake
0.658,0.671,-12.21,0.0363,0.000927,0.166,100.966,0.0933,Lost in the Fire (feat. The Weeknd),Gesaffelstein
0.754,0.763,-4.627,0.0435,2.23e-05,0.464,117.953,0.0301,The Motto,Tiësto
0.676,0.771,-3.675,0.0483,7e-06,0.569,99.048,0.0237,Adore You,Harry Styles
0.762,0.766,-3.955,0.0343,6.98e-05,0.442,130.001,0.00776,Pepas,Farruko
0.617,0.635,-6.769,0.0317,1.44e-05,0.446,103.019,0.0498,Something Just Like This,The Chainsmokers
0.902,0.582,-5.902,0.109,3.18e-06,0.332,107.005,0.111,First Class,Jack Harlow
0.721,0.738,-4.77,0.0403,4.41e-06,0.637,119.976,0.00226,Leave Before You Love Me (with Jonas Brothers),Marshmello
0.736,0.704,-7.409,0.0615,0.0,0.894,149.995,0.0203,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X
0.702,0.825,-3.787,0.0601,0.0,0.915,102.977,0.00883,Levitating (feat. DaBaby),Dua Lipa
0.585,0.52,-6.136,0.0712,7.01e-05,0.129,159.801,0.124,rockstar (feat. 21 Savage),Post Malone
0.748,0.524,-5.599,0.0338,0.0,0.661,95.01,0.414,Closer,The Chainsmokers
0.737,0.802,-4.771,0.0878,0.0,0.682,144.015,0.468,positions,Ariana Grande
0.841,0.728,-3.37,0.0484,0.0,0.43,130.049,0.0847,goosebumps,Travis Scott
0.869,0.694,-3.35,0.0783,0.00125,0.511,90.02,0.356,Desesperados,Rauw Alejandro
0.908,0.621,-6.638,0.102,5.39e-05,0.421,150.011,0.000282,HUMBLE.,Kendrick Lamar
