danceability,energy,loudness,speechiness,instrumentalness,valence,tempo,acousticness,track_name,artist
0.524,0.323,-11.33,0.0333,0.00783,0.422,132.977,0.805,Barefoot Sunday Blues,Cannonball Adderley Quartet
0.788,0.533,-10.645,0.0467,0.00189,0.629,134.644,0.644,Bang Bang,Dizzy Gillespie
0.559,0.623,-10.468,0.0866,0.0543,0.776,98.101,0.383,Used To Be Duke,Johnny Hodges
0.634,0.73,-6.743,0.0365,0.688,0.882,104.324,0.838,Tippin' - Remastered 2000/Rudy Van Gelder Edition,Horace Silver
0.661,0.503,-10.363,0.0453,0.0409,0.811,103.859,0.649,O Mama Enit - Rudy Van Gelder 24-Bit Mastering/2003 Remaster,Blue Mitchell
0.544,0.277,-16.318,0.0664,0.00295,0.705,92.324,0.697,Lester Leaps In,Sonny Stitt
0.535,0.382,-10.61,0.0408,0.0002,0.814,87.795,0.679,Bo-Fill - Rudy Van Gelder 24Bit Mastering,Clifford Jordan
0.564,0.554,-10.158,0.0369,0.000174,0.835,91.785,0.732,Rigor Mortez - Rudy Van Gelder 24-Bit Mastering/2003 Remaster,Blue Mitchell
0.755,0.557,-10.753,0.0299,0.573,0.96,122.733,0.58,Hot Mallets,Lionel Hampton
0.704,0.214,-17.339,0.0617,0.00209,0.664,77.52,0.787,Play Ray,Lou Donaldson
0.412,0.392,-15.504,0.0435,0.198,0.663,171.961,0.446,Blues for Barry Harris,"Lafayette Harris, Jr."
0.567,0.563,-6.882,0.0378,0.000115,0.702,131.587,0.734,Lou's Blues,Lou Donaldson
0.554,0.659,-7.827,0.0502,0,0.799,99.993,0.542,The Lion's Roar - Remastered,Leo Parker
0.525,0.335,-15.751,0.0335,0.837,0.285,106.444,0.566,The Call,Jacky Terrasson
0.527,0.343,-11.202,0.0534,6.69e-06,0.715,89.342,0.738,Star Eyes,Tina Brooks
0.414,0.334,-18.067,0.0451,0.786,0.452,101.915,0.662,Perhaps,Aaron Goldberg
0.704,0.76,-8.944,0.035,0.781,0.967,135.282,0.673,The Cape Verdean Blues - Rudy Van Gelder Edition / 2003 Remastered,Horace Silver
0.52,0.492,-8.791,0.0425,0.000111,0.811,76.95,0.656,With A Song In My Heart - Remastered 1998,Sonny Clark
0.62,0.278,-16.68,0.0757,0.916,0.65,120.781,0.938,"Just You, Just Me",Lester Young
0.637,0.335,-16.119,0.0443,0.782,0.853,91.941,0.541,Händelse,Förnuft och Känsla
0.445,0.534,-10.365,0.044,0.0794,0.592,65.017,0.68,Edda,Lee Morgan
0.552,0.422,-13.381,0.0427,5.89e-06,0.643,111.08,0.401,I'll Remember April,Sonny Stitt
0.641,0.465,-7.357,0.0382,0.0736,0.594,97.211,0.769,Tariff - Rudy Van Gelder Edition/2006 Digital Remaster,Thad Jones
0.592,0.533,-10.052,0.0732,0.00163,0.797,123.321,0.565,Move,Art Pepper
0.578,0.451,-10.049,0.0375,0.685,0.708,122.503,0.548,Things Ain't What They Used To Be,Paul Gonsalves
0.516,0.353,-18.049,0.0547,0.591,0.683,135.058,0.182,Camptown Races,Dave Brubeck
0.587,0.552,-7.797,0.0304,0.000173,0.449,106.801,0.592,Lion's Den - Rudy Van Gelder Edition/2007 Remaster,Kenny Drew
0.603,0.427,-11.434,0.0328,0.0263,0.627,128.363,0.704,A Little Evil,Seamus Blake
0.601,0.51,-10.058,0.0648,0.29,0.836,98.991,0.735,Opus De Funk,Art Pepper
0.623,0.544,-8.821,0.0361,0.0584,0.807,96.235,0.655,Flight of the Foo Birds,Count Basie
0.62,0.324,-14.199,0.0606,0.00108,0.596,78.89,0.682,Greasy,Jackie McLean
0.626,0.368,-11.044,0.0399,2.78e-05,0.843,126.757,0.755,Down Home,Jutta Hipp
0.321,0.603,-8.572,0.0265,0.826,0.522,79.683,0.651,Iron Square Serenade,Musicmusicmusic
0.641,0.329,-13.487,0.036,0.521,0.781,107.375,0.87,Stompin' At The Savoy,Red Garland
0.487,0.609,-14.573,0.0271,0.861,0.529,91.677,0.522,Happy and the Fall,Magnus Öström
0.616,0.253,-19.339,0.0662,4.97e-05,0.406,110.425,0.098,The Good Life,Charlie Haden
0.623,0.401,-11.914,0.0287,0.872,0.543,104.256,0.794,On a Clear Day,Filip Ekestubbe Trio
0.5,0.474,-13.42,0.0391,0.0275,0.754,98.283,0.537,Sunday Mornin',Coleman Hawkins
0.546,0.488,-16.926,0.0282,0.929,0.783,95.377,0.862,This Here,Bobby Timmons
0.613,0.357,-10.35,0.0452,0.447,0.71,80.871,0.841,The Shape of Blue,Gathering in Jazz
0.456,0.544,-8.923,0.0795,0.771,0.404,120.438,0.357,Konrads Hopp Om Livet,Atomic
0.453,0.313,-15.476,0.036,0.805,0.404,124.846,0.714,Friends,Brad Mehldau Trio
0.54,0.554,-8.107,0.0476,0,0.65,113.651,0.516,"Smile, Stacey - Remastered",Stanley Turrentine
0.557,0.565,-11.06,0.0426,0.109,0.828,119.461,0.658,The Head,Blue Mitchell
0.541,0.503,-10.796,0.0378,0.034,0.642,108.527,0.629,CRAZY WITCH GAME,Kresten Osgood
0.697,0.324,-13.328,0.0401,0.000763,0.667,96.446,0.715,Mack The Knife,Oscar Peterson Trio
0.482,0.263,-19.361,0.0406,0.306,0.776,128.097,0.915,Moving Up,Wynton Kelly Trio
0.436,0.63,-7.274,0.0378,0.000826,0.788,149.041,0.749,If This Isn't Love,Cannonball Adderley Quartet
0.512,0.37,-15.272,0.0465,3.09e-05,0.695,130.846,0.599,Jump Up,Lou Donaldson
0.547,0.287,-14.983,0.0621,0.144,0.598,106.843,0.763,I Wish I Knew,Blue Mitchell
0.655,0.328,-16.858,0.0481,3.95e-05,0.869,144.7,0.802,Move,Lou Donaldson
0.568,0.418,-9.218,0.0298,0.882,0.576,92.956,0.762,That Old Black Magic,Denis Solee
0.59,0.266,-15.681,0.0556,0.889,0.44,114.448,0.831,Just Friends,Massimo Faraò
0.566,0.54,-5.056,0.0322,0.781,0.552,91.69,0.786,The Song Is You,Cannonball Adderley
0.481,0.678,-8.01,0.033,0.0096,0.723,131.557,0.211,Keepin' It Real,Bobby Watson
0.55,0.298,-16.391,0.0472,0.854,0.701,138.129,0.894,Three Little Words,Benny Golson
0.549,0.148,-16.769,0.0487,0.213,0.519,103.44,0.909,When You're Smiling,Lee Konitz Quartet
0.468,0.612,-9.747,0.0328,0.00021,0.799,108.136,0.302,The Magilla,Stanley Turrentine
0.698,0.351,-14.244,0.0401,0.769,0.625,112.019,0.67,Billy Boy,Red Garland
0.612,0.604,-6.306,0.0364,0.695,0.924,109.86,0.77,Cannonball,Cannonball Adderley
0.429,0.608,-12.121,0.0393,0.000212,0.676,141.683,0.476,Sweetnin',Coleman Hawkins
0.569,0.601,-10.154,0.0901,0.0139,0.785,118.412,0.412,Honeysuckle Rose,Benny Carter
0.552,0.69,-9.203,0.045,0.0976,0.948,128.789,0.604,If I Love Again,Clifford Brown
0.439,0.533,-11.973,0.0485,0.947,0.806,110.133,0.951,Drum One,Paul Bley
0.58,0.73,-9.654,0.0431,0.0013,0.877,95.725,0.457,The Critic's Choice,Oliver Nelson
0.508,0.424,-13.079,0.0364,0.0022,0.566,105.343,0.727,I'll Close My Eyes,Blue Mitchell
0.634,0.613,-9.502,0.0514,0.356,0.838,118.89,0.271,Crazy Rhythm,Benny Carter
0.405,0.354,-14.391,0.0354,0.816,0.256,142.061,0.828,Dardanella,Emmet Cohen
0.528,0.409,-12.898,0.0387,0.0417,0.704,106.207,0.746,Metamorphosis - Remastered 1999/Rudy Van Gelder Edition,Horace Silver
0.422,0.506,-12.187,0.0498,6.24e-05,0.699,160.672,0.728,Limehouse Blues,The Cannonball Adderley Quintet
0.451,0.414,-10.857,0.0355,9.33e-05,0.764,165.617,0.712,Stolen Sweets,Stanley Turrentine
0.65,0.371,-11.64,0.0591,0.0389,0.745,142.988,0.76,I Got Rhythm,Sonny Stitt
0.493,0.478,-11.766,0.0389,0.875,0.739,95.714,0.873,Newark News,Peter Bernstein
0.614,0.498,-7.163,0.0428,0.00319,0.677,89.112,0.564,K.D.'s Motion - Rudy Van Gelder Edition/2007 Digital Remaster,Kenny Dorham
0.615,0.583,-9.083,0.0443,0.29,0.882,121.936,0.774,Cotton Tail,Benny Carter
0.56,0.559,-8.081,0.0407,0.685,0.676,128.136,0.796,Around the World,Lucas Figueiredo Santana
0.488,0.43,-11.371,0.0352,0.836,0.587,106.711,0.822,Lovely to Look At - Remastered 2020,Erroll Garner
0.479,0.433,-9.954,0.041,1.22e-05,0.715,167.98,0.451,Rockin' In Rhythm,Clark Terry
0.623,0.251,-14.517,0.0499,0.00976,0.694,109.317,0.78,West Indian Flower,Snorre Kirk
0.495,0.729,-6.356,0.0303,0.00149,0.789,120.99,0.799,If I Love Again,Lou Donaldson
0.458,0.402,-15.809,0.0383,0.68,0.78,143.823,0.245,Will You Still Be Mine?,Massimo Faraò
0.51,0.336,-13.137,0.0448,3e-06,0.681,122.412,0.705,Ear Conditioning,Warne Marsh
0.606,0.561,-8.842,0.0411,0.59,0.728,97.048,0.206,Faith,Art Blakey
0.528,0.7,-9.43,0.0305,0.417,0.672,126.214,0.522,Amanecer Contigo,Dafnis Prieto Sextet
0.464,0.301,-12.217,0.0462,0.792,0.645,185.545,0.87,The Preacher,Art Blakey
0.502,0.594,-11.391,0.0848,1.87e-06,0.799,127.879,0.466,Two Bass Hit,Philly Joe Jones
0.479,0.495,-11.239,0.042,7.93e-05,0.766,131.647,0.619,Anything Goes,Stan Getz
0.492,0.583,-9.927,0.19,2.38e-06,0.798,73.64,0.673,Four Brothers,Art Pepper
0.483,0.505,-12.337,0.0389,0.0246,0.715,136.048,0.417,Au Privave,Sonny Stitt
0.484,0.278,-17.089,0.037,0.362,0.362,145.351,0.672,Wonder Why,"Lafayette Harris, Jr."
0.698,0.469,-8.68,0.0511,0.63,0.575,96.273,0.838,Trouble Maker,Lucas Figueiredo Santana
0.524,0.608,-10.14,0.0356,0.724,0.633,115.161,0.235,On The Second Day,Jørgen Emborg
0.459,0.641,-7.519,0.0724,0,0.691,167.438,0.408,The Chant (Live 1960),Cannonball Adderley
0.609,0.654,-10.006,0.0338,0.721,0.764,105.11,0.157,Running,Jørgen Emborg
0.414,0.552,-11.25,0.0283,0.223,0.291,109.328,0.686,Libra,Orrin Evans
0.325,0.581,-7.304,0.0358,0.577,0.743,203.994,0.557,Feeling,Hegge
0.579,0.529,-10.219,0.052,0.737,0.685,118.929,0.823,Cliff Craft,Cliff Jordan
0.384,0.39,-17.377,0.0275,0.899,0.687,105.386,0.84,Jakob’s Happy Song,Simon Westman Trio
0.688,0.552,-9.313,0.0359,0.194,0.892,110.082,0.689,The People In Nassau,Blue Mitchell
0.572,0.287,-11.006,0.0545,9.62e-06,0.715,142.656,0.702,Blue Skies,Frank Sinatra
0.425,0.373,-7.543,0.0801,0.0,0.663,78.231,0.686,L-O-V-E,Nat King Cole
0.461,0.185,-18.087,0.0502,0.0,0.405,95.509,0.604,Dream A Little Dream Of Me,Louis Armstrong
0.607,0.347,-12.241,0.0369,0.0,0.644,125.485,0.695,Call Me Irresponsible,Bobby Darin
0.539,0.443,-7.079,0.0366,1.26e-05,0.409,147.789,0.575,These Are The Days,Jamie Cullum
0.622,0.226,-12.469,0.0396,0.0,0.558,128.423,0.722,"Make Someone Happy - From ""Do Re Mi""",Mel Tormé
0.226,0.136,-19.203,0.0327,8.07e-06,0.263,79.37,0.862,Smile,Nat King Cole
0.674,0.195,-19.334,0.0341,5.4e-05,0.594,100.101,0.858,Till There Was You - Remastered,Peggy Lee
0.64,0.154,-14.05,0.042,0.0,0.481,126.045,0.768,On The Street Where You Live - Remastered,Dean Martin
0.71,0.318,-8.948,0.0432,0.00038,0.58,126.05,0.867,Bye Bye Blackbird,Etta Jones
0.668,0.26,-14.256,0.0523,0.0,0.368,119.416,0.453,Fly Me To The Moon (In Other Words),Frank Sinatra
0.723,0.0811,-14.113,0.0631,0.0,0.36,88.044,0.779,A Kiss To Build A Dream On - Single Version,Louis Armstrong
0.514,0.333,-10.817,0.0355,0.0,0.458,68.189,0.774,It Had to Be You,Bobby Darin
0.692,0.121,-14.419,0.0493,0.00155,0.646,119.569,0.972,On The Sunny Side Of The Street,Billie Holiday
0.621,0.259,-12.505,0.1,0.0,0.836,138.664,0.51,Give Me The Simple Life,June Christy
0.715,0.212,-12.799,0.0813,0.0,0.695,156.329,0.937,It's A Lovely Day Today,Perry Como
0.678,0.365,-10.028,0.0643,0.0,0.955,154.609,0.84,C'est Magnifique - Remastered,Kay Starr
0.661,0.311,-9.549,0.0701,0.0,0.702,132.008,0.458,Ain't That A Kick In The Head,Dean Martin
0.698,0.409,-12.878,0.0352,0.0,0.897,140.824,0.609,Sweet Happy Life,Peggy Lee
0.574,0.338,-11.376,0.042,0.0,0.493,67.008,0.845,Come Fly With Me - Remastered 1998,Frank Sinatra
0.182,0.261,-13.707,0.033,1.03e-05,0.206,175.779,0.88,The Good Life,Tony Bennett
0.357,0.247,-11.376,0.0296,0.0,0.385,79.075,0.661,Let's Do It (Let's Fall In Love),Ella Fitzgerald
0.494,0.302,-10.51,0.0711,0.0,0.785,148.197,0.685,I Could Write A Book,Anita O'Day
0.601,0.446,-10.925,0.0604,0.0,0.404,141.064,0.834,The Boy From Ipanema,Nancy Wilson
0.581,0.305,-10.952,0.0394,5.66e-06,0.354,74.139,0.771,The More I See You,Chet Baker
0.608,0.243,-13.401,0.0927,0.000469,0.776,158.48,0.946,Doralice,Stan Getz
0.506,0.18,-12.184,0.0443,2.35e-06,0.665,161.51,0.908,Cheek to Cheek,Fred Astaire
0.662,0.44,-9.253,0.0472,1.68e-06,0.565,108.616,0.401,Scotch & Soda,Lou Rawls
0.716,0.18,-13.809,0.0579,0.0,0.719,80.45,0.678,You Couldn't Be Cuter,Margaret Whiting
0.66,0.26,-13.853,0.0341,0.0,0.63,124.893,0.656,Days Of Wine And Roses,Frank Sinatra
0.647,0.175,-17.677,0.0395,1.77e-06,0.573,82.635,0.912,Beautiful Love,Anita O'Day
0.513,0.328,-11.886,0.051,0.0,0.51,121.449,0.825,Sunny,Morgana King
0.7,0.213,-15.42,0.0426,1.44e-06,0.478,111.117,0.83,Oh! Look At Me Now,Nancy Wilson
0.64,0.297,-9.299,0.0473,0.0,0.513,115.998,0.813,You Make Me Feel so Young,Rosemary Clooney
0.513,0.292,-18.232,0.0579,0.82,0.566,97.087,0.925,Bossa Antigua,Paul Desmond
0.581,0.225,-14.61,0.0569,0.0,0.481,120.658,0.396,All Of You,Billie Holiday
0.601,0.384,-9.541,0.105,0.00608,0.699,129.728,0.924,It Might as Well Be Spring,Caity Gyorgy
0.388,0.461,-11.718,0.0924,0.0,0.674,72.884,0.705,Love For Sale - 1959 Version,Anita O'Day
0.665,0.697,-7.101,0.104,0.0,0.934,100.779,0.639,"A-Tisket, A-Tasket",Ella Fitzgerald
0.611,0.455,-10.254,0.042,0.000161,0.826,123.691,0.411,As Long As I'm In Your Arms,Dinah Washington
0.59,0.485,-5.262,0.197,0.0,0.695,148.851,0.81,What A Little Moonlight Can Do - Remastered,Nancy Wilson
0.729,0.344,-14.173,0.052,0.000133,0.814,132.75,0.772,"Alright, Okay, You Win",Count Basie
0.65,0.517,-5.408,0.0448,0.0,0.787,82.694,0.734,Cheek To Cheek,Sammy Davis Jr.
0.575,0.332,-10.89,0.136,0.0,0.823,112.198,0.634,Too Marvelous For Words,Billie Holiday
0.759,0.245,-12.52,0.0709,0.0,0.583,76.147,0.745,You're The Top,Anita O'Day
0.64,0.15,-17.458,0.055,0.0783,0.552,70.009,0.983,'S Wonderful,Fred Astaire
0.493,0.474,-9.817,0.071,0.000342,0.712,203.464,0.81,"Just You, Just Me - Remastered 1999",Nat King Cole
0.551,0.49,-7.713,0.0613,0.0,0.721,74.031,0.813,All Of Me,Ella Fitzgerald
0.612,0.604,-6.306,0.0364,0.695,0.924,109.86,0.77,Cannonball,Cannonball Adderley
0.725,0.245,-15.904,0.0418,0.0,0.609,122.666,0.216,I Love Being Here With You,Ernestine Anderson
0.802,0.248,-16.044,0.0496,5.51e-06,0.626,111.65,0.918,Thanks For The Memory,Anita O'Day
0.495,0.249,-10.154,0.0446,0.0,0.54,130.814,0.887,You Stepped out of a Dream - 2007 Remaster,Sarah Vaughan
0.615,0.303,-9.681,0.035,0.0,0.583,115.472,0.917,(How Little It Matters) How Little We Know,Chris Connor
0.728,0.422,-5.932,0.0533,0.0,0.69,116.813,0.663,Ridin' High,Peggy Lee
0.654,0.242,-15.297,0.0686,0.0,0.692,135.993,0.729,Tea For Two,Ella Fitzgerald
0.69,0.282,-10.837,0.0378,0.00281,0.754,93.405,0.915,When You're Smiling (The Whole World Smiles with You) (with Teddy Wilson & His Orchestra) - Take 3,Billie Holiday
0.345,0.224,-18.498,0.0316,0.463,0.388,82.319,0.722,Wandering - Remastered,Oscar Peterson
0.549,0.216,-14.417,0.0559,1.12e-05,0.59,112.658,0.904,Something Happens To Me,BLOSSOM DEARIE
0.567,0.563,-6.882,0.0378,0.000115,0.702,131.587,0.734,Lou's Blues,Lou Donaldson
0.602,0.324,-11.427,0.0541,0.0,0.539,105.839,0.796,Happy Talk,Nancy Wilson
0.707,0.275,-12.208,0.0403,1.61e-05,0.592,134.979,0.762,I Get A Kick Out Of You,Dinah Washington
0.663,0.495,-8.121,0.0537,0.000623,0.701,109.343,0.708,Hello Bright Sunflower - Rudy Van Gelder Edition/2006 Digital Remaster,Donald Byrd
0.698,0.333,-5.111,0.0391,0.0,0.802,137.983,0.557,"Alright, Okay, You Win",Peggy Lee
0.638,0.618,-8.591,0.118,0.0,0.965,126.31,0.904,Gone With The Wind,Dakota Staton
0.492,0.2,-19.616,0.146,0.0,0.512,140.102,0.605,I'm In The Mood For Love,Ella Fitzgerald
0.573,0.198,-12.323,0.0364,2.39e-06,0.321,118.498,0.673,How About You? - Remastered 1998,Frank Sinatra
0.651,0.25,-12.352,0.0578,2.33e-06,0.644,82.854,0.81,Lullaby of Broadway (with Harry James & His Orchestra),Doris Day
0.716,0.206,-15.546,0.0745,0.0102,0.658,82.331,0.862,I Remember You,Coleman Hawkins
0.517,0.328,-12.07,0.0369,0.0469,0.762,137.834,0.736,Corner Pocket,Count Basie
0.543,0.219,-20.342,0.0908,0.102,0.578,71.033,0.651,Bahia,Stan Getz
0.622,0.418,-11.451,0.0818,0.0,0.685,129.268,0.71,Woman's Got Soul,Joe Williams
0.835,0.228,-11.486,0.0721,7.23e-05,0.824,122.808,0.81,It's A Good Day,Peggy Lee
0.517,0.431,-9.537,0.0551,0.856,0.892,203.05,0.98,Let's Dance,Benny Goodman
0.698,0.272,-13.192,0.069,0.0,0.874,93.849,0.829,It's A Big Wide Wonderful World,Betty Carter
0.486,0.186,-13.335,0.0422,0.0,0.469,135.339,0.771,Hey There,Sammy Davis Jr.
0.446,0.265,-18.803,0.0355,0.00785,0.545,155.474,0.907,What Game Shall We Play Today,Chick Corea
0.545,0.362,-8.472,0.0532,0.0,0.793,165.153,0.756,The Best Things In Life Are Free,Jo Stafford
0.566,0.245,-16.919,0.0636,0.00238,0.781,168.766,0.897,One O'Clock Jump,Count Basie
0.664,0.286,-14.709,0.0409,0.661,0.648,81.895,0.834,Stompin' At The Savoy,Clifford Brown
0.6,0.156,-16.074,0.0881,0.0,0.467,143.559,0.719,Too Close For Comfort,Mel Tormé
0.665,0.359,-15.518,0.0491,0.657,0.77,111.202,0.683,Lady Bird,Chet Baker
0.536,0.321,-10.207,0.0425,0.0,0.523,142.519,0.646,If I Were a Bell - 2004 Remaster,Shirley Bassey
0.67,0.0813,-18.784,0.0512,8.68e-06,0.465,119.301,0.953,I Only Have Eyes For You,Carmen McRae
0.608,0.338,-8.845,0.0368,0.0,0.674,96.355,0.707,This Time The Dream's On Me - Remastered,Nancy Wilson
0.661,0.277,-13.418,0.138,0.0,0.359,75.135,0.566,Give Me The Simple Life,Julie London
0.533,0.358,-8.682,0.0423,3.2e-06,0.737,129.301,0.628,On a Clear Day,Cyrille Aimee
0.6,0.247,-9.896,0.0449,0.0,0.513,87.167,0.797,Wishing Well,Dinah Washington
0.484,0.438,-10.011,0.0422,0.0683,0.79,171.204,0.729,Jive At Six,Ben Webster
0.603,0.244,-8.764,0.029,0.0,0.556,131.859,0.895,People Will Say We're In Love,Sammy Davis Jr.
0.682,0.0948,-19.216,0.0781,2.44e-06,0.486,64.674,0.941,Between The Devil And The Deep Blue Sea,BLOSSOM DEARIE
0.553,0.506,-13.012,0.0373,0.683,0.336,117.041,0.643,I Walk With Music,Bill Charlap
0.799,0.492,-10.942,0.0549,0.000108,0.828,134.571,0.779,What a Little Moonlight Can Do (with Teddy Wilson & His Orchestra),Billie Holiday
0.616,0.492,-8.75,0.0821,0.0,0.725,144.006,0.826,From This Moment On,Rosemary Clooney
0.615,0.175,-14.561,0.0485,0.0,0.675,122.083,0.826,Lullaby of Birdland,Various Artists
0.66,0.291,-13.153,0.0544,0.0862,0.734,89.928,0.953,Sometimes I'm Happy,Roy Haynes
0.725,0.309,-15.014,0.046,0.964,0.87,122.194,0.949,Happy Little Sunbeam,Chet Baker
0.502,0.241,-13.73,0.0386,0.0,0.646,148.008,0.618,Deed I Do,Bing Crosby
0.561,0.517,-8.039,0.121,0.0,0.534,128.414,0.693,Destination Moon - 1997 Remaster,Dinah Washington
0.769,0.48,-12.211,0.097,0.907,0.566,142.416,0.733,Es wird scho glei dumpa,Jazzrausch Bigband
0.534,0.291,-11.911,0.0324,0.275,0.59,144.891,0.503,Didn't You,Count Basie
0.422,0.235,-12.379,0.0568,0.00648,0.068,165.71,0.826,Bigger Than The Whole Sky,Taylor Swift
0.327,0.376,-10.54,0.0384,1.11e-05,0.285,80.114,0.861,georgia,Jonah Kagen
0.571,0.544,-10.613,0.0299,0.00805,0.216,132.052,0.453,Romantic Homicide,d4vd
0.347,0.227,-8.954,0.0333,1.55e-06,0.307,169.238,0.952,why didn't you call???,Saint Harison
0.556,0.284,-9.066,0.0312,0.0,0.255,96.593,0.813,Skeleton Key,Hunter Daily
0.553,0.558,-8.615,0.0429,1.81e-06,0.164,86.988,0.172,What A Convincing Illusion,Rosie Darling
0.472,0.518,-7.379,0.051,0.127,0.154,147.805,0.383,Die For You,Joji
0.608,0.261,-8.856,0.0326,0.0,0.193,74.881,0.929,Venting to Strangers,EMELINE
0.369,0.192,-12.151,0.04,8.35e-06,0.148,175.212,0.555,Something in the Orange,Zach Bryan
0.592,0.47,-6.056,0.0408,0.0,0.357,129.784,0.288,Cutthroat,lozeak
0.357,0.425,-7.301,0.0333,0.0,0.27,102.078,0.584,Heather,Conan Gray
0.697,0.336,-10.395,0.0424,0.00528,0.31,82.029,0.598,Evergreen (You Didn’t Deserve Me At All),Omar Apollo
0.332,0.225,-8.697,0.0348,0.00349,0.297,81.055,0.767,Happier Than Ever,Billie Eilish
0.4,0.641,-6.303,0.0674,0.0,0.393,81.552,0.214,How Do I Say Goodbye,Dean Lewis
0.669,0.742,-3.518,0.0441,0.0,0.716,101.982,0.296,Forget Me,Lewis Capaldi
0.371,0.268,-10.506,0.0281,0.0517,0.165,102.617,0.748,Sparks,Coldplay
0.515,0.479,-7.458,0.0261,0.00598,0.284,88.964,0.544,SLOW DANCING IN THE DARK,Joji
0.369,0.272,-10.497,0.0364,0.0,0.218,172.929,0.866,favorite crime,Olivia Rodrigo
0.412,0.236,-15.159,0.0379,0.00653,0.119,140.214,0.83,TV,Billie Eilish
0.362,0.54,-6.031,0.0528,0.0,0.3,78.007,0.338,In The Stars,Benson Boone
0.507,0.294,-10.0,0.04,1.97e-05,0.386,114.199,0.896,Matilda,Harry Styles
0.532,0.623,-9.208,0.0331,7.28e-05,0.403,89.937,0.538,august,Taylor Swift
0.6,0.389,-5.727,0.0337,0.0,0.244,143.577,0.566,My Mind & Me,Selena Gomez
0.604,0.366,-7.519,0.0282,0.0,0.13,141.981,0.578,Easy On Me,Adele
0.667,0.373,-9.389,0.05,0.0,0.0823,124.148,0.785,you broke me first,Tate McRae
0.567,0.267,-6.502,0.0299,1.46e-06,0.0592,110.011,0.839,Falling,Harry Styles
0.449,0.465,-8.964,0.0791,1.02e-06,0.543,89.087,0.524,Heartbreak Anniversary,Giveon
0.416,0.762,-7.385,0.0279,0.804,0.461,95.967,0.312,About You,The 1975
0.582,0.568,-7.3,0.0275,0.0,0.394,121.991,0.577,Rock and A Hard Place,Bailey Zimmerman
0.498,0.59,-4.721,0.032,0.0,0.0784,145.867,0.511,Talking to the Moon,Bruno Mars
0.516,0.467,-6.184,0.0302,0.0,0.386,132.861,0.662,What A Time (feat. Niall Horan),Julia Michaels
0.488,0.343,-8.985,0.0436,0.0,0.0978,102.819,0.556,Lose You To Love Me,Selena Gomez
0.311,0.485,-5.726,0.0365,0.0,0.225,77.355,0.701,Train Wreck,James Arthur
0.56,0.473,-7.23,0.0533,0.0,0.441,109.414,0.618,Fingers Crossed,Lauren Spencer Smith
0.681,0.174,-8.745,0.0315,3.35e-05,0.231,112.672,0.837,Dancing On My Own,Calum Scott
0.708,0.186,-8.953,0.042,0.0,0.322,72.541,0.868,July,Noah Cyrus
0.541,0.153,-10.654,0.0303,1.66e-06,0.359,139.644,0.882,Love Is Gone - Acoustic,SLANDER
0.298,0.38,-8.426,0.0287,5.62e-05,0.152,75.602,0.778,exile (feat. Bon Iver),Taylor Swift
0.387,0.135,-14.398,0.051,0.0,0.21,82.987,0.929,The 30th,Billie Eilish
0.326,0.397,-8.145,0.0461,0.0,0.276,153.713,0.619,Family Line,Conan Gray
0.386,0.426,-6.642,0.0363,0.0,0.261,180.104,0.807,Reckless,Madison Beer
0.556,0.538,-5.408,0.0382,0.0,0.291,143.95,0.0689,I Fall Apart,Post Malone
0.684,0.449,-9.738,0.611,0.0,0.341,66.165,0.869,Flowers,Lauren Spencer Smith
0.398,0.286,-11.881,0.033,0.000146,0.0666,78.262,0.616,It'll Be Okay,Shawn Mendes
0.723,0.504,-5.572,0.0392,7.4e-05,0.551,133.975,0.388,Water Fountain,Alec Benjamin
0.473,0.203,-12.627,0.102,0.0,0.419,168.884,0.941,"1 step forward, 3 steps back",Olivia Rodrigo
0.545,0.366,-9.51,0.0378,0.267,0.1,86.997,0.969,The Night We Met,Lord Huron
0.745,0.543,-8.137,0.0396,0.0,0.242,139.964,0.22,Enough,charlieonnafriday
0.592,0.342,-8.93,0.0339,0.00245,0.155,130.953,0.193,Let Somebody Go,Coldplay
0.422,0.34,-6.577,0.0351,1.77e-05,0.223,77.213,0.877,I GUESS I'M IN LOVE,Clinton Kane
0.445,0.367,-13.086,0.0452,0.075,0.202,155.675,0.761,October Passed Me By,girl in red
0.561,0.0848,-15.099,0.0404,2.62e-05,0.206,102.128,0.913,you were good to me,Jeremy Zucker
0.572,0.406,-8.624,0.0427,4.48e-06,0.265,119.812,0.587,Moral of the Story,Ashe
0.566,0.348,-10.726,0.0458,7.66e-06,0.374,98.734,0.559,Locksmith,Sadie Jean
0.444,0.669,-6.727,0.125,0.0,0.44,183.441,0.0669,die first,Nessa Barrett
0.679,0.61,-10.936,0.0305,9.51e-05,0.554,123.978,0.585,Remember That Night?,Sara Kays
0.436,0.255,-8.623,0.0364,3.28e-05,0.15,113.265,0.955,Birthday Cake,Dylan Conrique
0.422,0.25,-6.836,0.0351,0.0,0.246,124.026,0.441,As the World Caves In,Sarah Cothran
0.587,0.229,-11.254,0.128,0.0,0.379,75.67,0.92,Liability,Lorde
0.573,0.17,-10.576,0.0555,3.08e-06,0.28,146.749,0.834,How Could You,Jessie Murph
0.552,0.517,-7.906,0.0245,0.00612,0.105,79.512,0.0211,Men On The Moon,Chelsea Cutler
0.286,0.0847,-9.883,0.0397,6.94e-06,0.112,70.743,0.934,Strange,Celeste
